Flight No,Airline,Departure,DEP_CODE,Terminal,Arrival,ARR_CODE,Scheduled_Time,Scheduled_date,Estimated_time,Estimated_date,Aircraft
6E6753,IndiGo,Bengaluru,BLR,T1,Nagpur ,NAG,13:30:00,2023-10-07,13:30:00,2023-10-07,32N
6E196,IndiGo,Bengaluru,BLR,T1,Lucknow ,LKO,13:35:00,2023-10-07,13:35:00,2023-10-07,32N
6E7267,IndiGo,Bengaluru,BLR,T1,Tiruchirappalli ,TRZ,13:40:00,2023-10-07,13:40:00,2023-10-07,AT7
6E5134,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,13:45:00,2023-10-07,13:45:00,2023-10-07,32Q
SG4005,SpiceJet,Bengaluru,BLR,T1,Shirdi ,SAG,13:45:00,2023-10-07,13:45:00,2023-10-07,DH8
6E2401,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,13:50:00,2023-10-07,13:50:00,2023-10-07,32Q
6E516,IndiGo,Bengaluru,BLR,T1,Aurangabad ,IXU,14:00:00,2023-10-07,14:00:00,2023-10-07,32N
I5972,AirAsia India,Bengaluru,BLR,T2,Goa ,GOI,14:05:00,2023-10-07,14:05:00,2023-10-07,A320
UK511,Vistara,Bengaluru,BLR,T2,Goa ,GOX,14:05:00,2023-10-07,14:05:00,2023-10-07,320
6E602,IndiGo,Bengaluru,BLR,T1,Kochi ,COK,14:10:00,2023-10-07,14:10:00,2023-10-07,32Q
QP1392,Akasa Air,Bengaluru,BLR,T1,Goa ,GOX,14:10:00,2023-10-07,14:10:00,2023-10-07,7M8
6E687,IndiGo,Bengaluru,BLR,T1,Udaipur ,UDR,14:15:00,2023-10-07,14:15:00,2023-10-07,32Q
6E7223,IndiGo,Bengaluru,BLR,T1,Vijayawada ,VGA,14:15:00,2023-10-07,14:15:00,2023-10-07,AT7
I51782,AirAsia India,Bengaluru,BLR,T2,Bhubaneswar ,BBI,14:20:00,2023-10-07,14:20:00,2023-10-07,A20N
IX1228,Air India Express,Bengaluru,BLR,T2,Jaipur ,JAI,14:25:00,2023-10-07,14:25:00,2023-10-07,738
I5613,AirAsia India,Bengaluru,BLR,T2,Delhi ,DEL,14:25:00,2023-10-07,14:25:00,2023-10-07,A320
QP1377,Akasa Air,Bengaluru,BLR,T1,Guwahati ,GAU,14:30:00,2023-10-07,14:30:00,2023-10-07,7M8
S5131,Star Air,Bengaluru,BLR,T2,Jamnagar ,JGA,14:35:00,2023-10-07,14:35:00,2023-10-07,ER4
AI602,Air India,Bengaluru,BLR,T2,Mumbai ,BOM,14:35:00,2023-10-07,14:35:00,2023-10-07,NA
6E6162,IndiGo,Bengaluru,BLR,T1,Mangaluru ,IXE,14:55:00,2023-10-07,14:55:00,2023-10-07,32N
AI511,Air India,Bengaluru,BLR,T2,Delhi ,DEL,14:55:00,2023-10-07,14:55:00,2023-10-07,319
I5820,AirAsia India,Bengaluru,BLR,T2,Guwahati ,GAU,15:00:00,2023-10-07,15:00:00,2023-10-07,A20N
6E5351,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,15:00:00,2023-10-07,15:00:00,2023-10-07,32Q
6E7231,IndiGo,Bengaluru,BLR,T1,Rajahmundry ,RJA,15:05:00,2023-10-07,15:05:00,2023-10-07,AT7
S5159,Star Air,Bengaluru,BLR,T2,Bidar ,IXX,15:10:00,2023-10-07,15:10:00,2023-10-07,ER4
9I527,Alliance Air,Bengaluru,BLR,T1,Toranagallu ,VDY,15:10:00,2023-10-07,15:10:00,2023-10-07,AT7
6E6621,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,15:20:00,2023-10-07,15:20:00,2023-10-07,32Q
SG498,SpiceJet,Bengaluru,BLR,T1,Patna ,PAT,15:30:00,2023-10-07,15:30:00,2023-10-07,737
6E851,IndiGo,Bengaluru,BLR,T1,Chandigarh ,IXC,15:35:00,2023-10-07,15:35:00,2023-10-07,32A
QP1134,Akasa Air,Bengaluru,BLR,T1,Guwahati ,GAU,15:35:00,2023-10-07,15:35:00,2023-10-07,7M8
6E342,IndiGo,Bengaluru,BLR,T1,Patna ,PAT,15:40:00,2023-10-07,15:40:00,2023-10-07,32N
WY284,Oman Air,Bengaluru,BLR,T2,Muscat ,MCT,15:40:00,2023-10-07,15:40:00,2023-10-07,332
I51983,AirAsia India,Bengaluru,BLR,T2,Goa ,GOI,15:40:00,2023-10-07,15:40:00,2023-10-07,A320
QP1138,Akasa Air,Bengaluru,BLR,T1,Mumbai ,BOM,15:45:00,2023-10-07,15:45:00,2023-10-07,7M8
6E6574,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,15:45:00,2023-10-07,15:45:00,2023-10-07,32N
6E934,IndiGo,Bengaluru,BLR,T1,Raipur ,RPR,15:50:00,2023-10-07,15:50:00,2023-10-07,32Q
SG3998,SpiceJet,Bengaluru,BLR,T1,Pondicherry ,PNY,15:50:00,2023-10-07,15:50:00,2023-10-07,DH8
6E6572,IndiGo,Bengaluru,BLR,T1,Kolkata ,CCU,16:05:00,2023-10-07,16:05:00,2023-10-07,32Q
6E6067,IndiGo,Bengaluru,BLR,T1,Hyderabad ,HYD,16:10:00,2023-10-07,16:10:00,2023-10-07,32Q
6E6992,IndiGo,Bengaluru,BLR,T1,Coimbatore ,CJB,16:10:00,2023-10-07,16:10:00,2023-10-07,32Q
I51455,AirAsia India,Bengaluru,BLR,T2,Bhubaneswar ,BBI,16:15:00,2023-10-07,16:15:00,2023-10-07,A320
I52461,AirAsia India,Bengaluru,BLR,T2,Guwahati ,GAU,16:15:00,2023-10-07,16:15:00,2023-10-07,A20N
6E7258,IndiGo,Bengaluru,BLR,T1,Madurai ,IXM,16:25:00,2023-10-07,16:25:00,2023-10-07,AT7
6E7162,IndiGo,Bengaluru,BLR,T1,Hubballi ,HBX,16:25:00,2023-10-07,16:25:00,2023-10-07,AT7
6E5251,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,16:30:00,2023-10-07,16:30:00,2023-10-07,32Q
6E7449,IndiGo,Bengaluru,BLR,T1,Vijayawada ,VGA,16:30:00,2023-10-07,16:30:00,2023-10-07,AT7
6E6743,IndiGo,Bengaluru,BLR,T1,Indore ,IDR,16:35:00,2023-10-07,16:35:00,2023-10-07,32N
6E6012,IndiGo,Bengaluru,BLR,T1,Chennai ,MAA,16:40:00,2023-10-07,16:40:00,2023-10-07,32A
6E5039,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,16:45:00,2023-10-07,16:45:00,2023-10-07,32N
6E7363,IndiGo,Bengaluru,BLR,T1,Kannur ,CNN,16:45:00,2023-10-07,16:45:00,2023-10-07,AT7
6E359,IndiGo,Bengaluru,BLR,T1,Mangaluru ,IXE,16:50:00,2023-10-07,16:50:00,2023-10-07,32Q
6E528,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,16:50:00,2023-10-07,16:50:00,2023-10-07,32N
6E239,IndiGo,Bengaluru,BLR,T1,Ahmedabad ,AMD,16:50:00,2023-10-07,16:50:00,2023-10-07,32Q
6E969,IndiGo,Bengaluru,BLR,T1,Visakhapatnam ,VTZ,17:05:00,2023-10-07,17:05:00,2023-10-07,32A
6E226,IndiGo,Bengaluru,BLR,T1,Kochi ,COK,17:10:00,2023-10-07,17:10:00,2023-10-07,32N
9I547,Alliance Air,Bengaluru,BLR,T1,Goa ,GOI,17:10:00,2023-10-07,17:10:00,2023-10-07,AT7
QF68,Qantas Airways,Bengaluru,BLR,T2,Sydney ,SYD,17:10:00,2023-10-07,17:10:00,2023-10-07,332
AI503,Air India,Bengaluru,BLR,T2,Delhi ,DEL,17:15:00,2023-10-07,17:15:00,2023-10-07,321
6E6628,IndiGo,Bengaluru,BLR,T1,Thiruvananthapuram ,TRV,17:20:00,2023-10-07,17:20:00,2023-10-07,32Q
6E7226,IndiGo,Bengaluru,BLR,T1,Belgaum ,IXG,17:20:00,2023-10-07,17:20:00,2023-10-07,AT7
6E356,IndiGo,Bengaluru,BLR,T1,Chennai ,MAA,17:30:00,2023-10-07,17:30:00,2023-10-07,32Q
RA226,Nepal Airlines,Bengaluru,BLR,T2,Kathmandu ,KTM,17:30:00,2023-10-07,17:30:00,2023-10-07,320
6E218,IndiGo,Bengaluru,BLR,T1,Bhopal ,BHO,17:35:00,2023-10-07,17:35:00,2023-10-07,32N
6E6091,IndiGo,Bengaluru,BLR,T1,Ranchi ,IXR,17:40:00,2023-10-07,17:40:00,2023-10-07,32N
6E6243,IndiGo,Bengaluru,BLR,T1,Kolkata ,CCU,17:45:00,2023-10-07,17:45:00,2023-10-07,32A
UK820,Vistara,Bengaluru,BLR,T2,Delhi ,DEL,17:50:00,2023-10-07,17:50:00,2023-10-07,321
6E5255,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,18:00:00,2023-10-07,18:00:00,2023-10-07,32N
6E2174,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,18:00:00,2023-10-07,18:00:00,2023-10-07,32Q
6E968,IndiGo,Bengaluru,BLR,T1,Varanasi ,VNS,18:05:00,2023-10-07,18:05:00,2023-10-07,32Q
UK508,Vistara,Bengaluru,BLR,T2,Mumbai ,BOM,18:05:00,2023-10-07,18:05:00,2023-10-07,320
6E6145,IndiGo,Bengaluru,BLR,T1,Kochi ,COK,18:15:00,2023-10-07,18:15:00,2023-10-07,32N
9I521,Alliance Air,Bengaluru,BLR,T1,Kochi ,COK,18:15:00,2023-10-07,18:15:00,2023-10-07,AT7
6E6017,IndiGo,Bengaluru,BLR,T1,Chennai ,MAA,18:20:00,2023-10-07,18:20:00,2023-10-07,32N
UK854,Vistara,Bengaluru,BLR,T2,Mumbai ,BOM,18:25:00,2023-10-07,18:25:00,2023-10-07,320
UK893,Vistara,Bengaluru,BLR,T2,Hyderabad ,HYD,18:30:00,2023-10-07,18:30:00,2023-10-07,320
6E6885,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,18:35:00,2023-10-07,18:35:00,2023-10-07,32N
6E411,IndiGo,Bengaluru,BLR,T1,Bhubaneswar ,BBI,18:40:00,2023-10-07,18:40:00,2023-10-07,32N
6E564,IndiGo,Bengaluru,BLR,T1,Kozhikode ,CCJ,18:45:00,2023-10-07,18:45:00,2023-10-07,32N
UK802,Vistara,Bengaluru,BLR,T2,Delhi ,DEL,18:45:00,2023-10-07,18:45:00,2023-10-07,320
QP1550,Akasa Air,Bengaluru,BLR,T1,Pune ,PNQ,18:50:00,2023-10-07,18:50:00,2023-10-07,7M8
QP1368,Akasa Air,Bengaluru,BLR,T1,Kochi ,COK,18:55:00,2023-10-07,18:55:00,2023-10-07,7M8
6E7134,IndiGo,Bengaluru,BLR,T1,Vijayawada ,VGA,18:55:00,2023-10-07,18:55:00,2023-10-07,AT7
6E638,IndiGo,Bengaluru,BLR,T1,Hyderabad ,HYD,19:00:00,2023-10-07,19:00:00,2023-10-07,NA
UK864,Vistara,Bengaluru,BLR,T2,Mumbai ,BOM,19:00:00,2023-10-07,19:00:00,2023-10-07,320
I51532,AirAsia India,Bengaluru,BLR,T2,Delhi ,DEL,19:10:00,2023-10-07,19:10:00,2023-10-07,320
AI509,Air India,Bengaluru,BLR,T2,Delhi ,DEL,19:15:00,2023-10-07,19:15:00,2023-10-07,321
9I517,Alliance Air,Bengaluru,BLR,T1,Hyderabad ,HYD,19:20:00,2023-10-07,19:20:00,2023-10-07,NA
AI610,Air India,Bengaluru,BLR,T2,Mumbai ,BOM,19:20:00,2023-10-07,19:20:00,2023-10-07,321
6E735,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,19:20:00,2023-10-07,19:20:00,2023-10-07,32Q
6E7385,IndiGo,Bengaluru,BLR,T1,Madurai ,IXM,19:30:00,2023-10-07,19:30:00,2023-10-07,AT7
6E5376,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,19:30:00,2023-10-07,19:30:00,2023-10-07,32Q
6E451,IndiGo,Bengaluru,BLR,T1,Lucknow ,LKO,19:35:00,2023-10-07,19:35:00,2023-10-07,32Q
UK818,Vistara,Bengaluru,BLR,T2,Delhi ,DEL,19:40:00,2023-10-07,19:40:00,2023-10-07,321
6E486,IndiGo,Bengaluru,BLR,T1,Nagpur ,NAG,19:45:00,2023-10-07,19:45:00,2023-10-07,32Q
6E838,IndiGo,Bengaluru,BLR,T1,Jaipur ,JAI,19:50:00,2023-10-07,19:50:00,2023-10-07,32Q
6E435,IndiGo,Bengaluru,BLR,T1,Kochi ,COK,19:50:00,2023-10-07,19:50:00,2023-10-07,32N
UK850,Vistara,Bengaluru,BLR,T2,Mumbai ,BOM,19:55:00,2023-10-07,19:55:00,2023-10-07,320
I5991,AirAsia India,Bengaluru,BLR,T2,Kochi ,COK,19:55:00,2023-10-07,19:55:00,2023-10-07,320
6E855,IndiGo,Bengaluru,BLR,T1,Hyderabad ,HYD,20:00:00,2023-10-07,20:00:00,2023-10-07,32N
6E7446,IndiGo,Bengaluru,BLR,T1,Kannur ,CNN,20:00:00,2023-10-07,20:00:00,2023-10-07,AT7
6E478,IndiGo,Bengaluru,BLR,T1,Chennai ,MAA,20:05:00,2023-10-07,20:05:00,2023-10-07,32N
6E6875,IndiGo,Bengaluru,BLR,T1,Coimbatore ,CJB,20:05:00,2023-10-07,20:05:00,2023-10-07,32Q
SG8198,SpiceJet,Bengaluru,BLR,T1,Delhi ,DEL,20:10:00,2023-10-07,20:10:00,2023-10-07,7M8
6E309,IndiGo,Bengaluru,BLR,T1,Goa ,GOI,20:10:00,2023-10-07,20:10:00,2023-10-07,32A
6E676,IndiGo,Bengaluru,BLR,T1,Kolkata ,CCU,20:15:00,2023-10-07,20:15:00,2023-10-07,32A
6E578,IndiGo,Bengaluru,BLR,T1,Mangaluru ,IXE,20:20:00,2023-10-07,20:20:00,2023-10-07,32A
6E6724,IndiGo,Bengaluru,BLR,T1,Chandigarh ,IXC,20:25:00,2023-10-07,20:25:00,2023-10-07,32Q
6E2406,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,20:35:00,2023-10-07,20:35:00,2023-10-07,32Q
6E7165,IndiGo,Bengaluru,BLR,T1,Tiruchirappalli ,TRZ,20:35:00,2023-10-07,20:35:00,2023-10-07,AT7
6E5083,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,20:40:00,2023-10-07,20:40:00,2023-10-07,32Q
I51563,AirAsia India,Bengaluru,BLR,T2,Visakhapatnam ,VTZ,20:40:00,2023-10-07,20:40:00,2023-10-07,320
SG3008,SpiceJet,Bengaluru,BLR,T1,Thiruvananthapuram ,TRV,20:45:00,2023-10-07,20:45:00,2023-10-07,DH8
6E6337,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,20:45:00,2023-10-07,20:45:00,2023-10-07,32Q
EK567,Emirates,Bengaluru,BLR,T2,Dubai ,DXB,20:50:00,2023-10-07,20:50:00,2023-10-07,77W
6E6423,IndiGo,Bengaluru,BLR,T1,Ahmedabad ,AMD,20:55:00,2023-10-07,20:55:00,2023-10-07,32Q
AI808,Air India,Bengaluru,BLR,T2,Delhi ,DEL,21:00:00,2023-10-07,21:00:00,2023-10-07,319
EY239,Etihad,Bengaluru,BLR,T2,Abu Dhabi ,AUH,21:05:00,2023-10-07,21:05:00,2023-10-07,B789
UL172,Sri Lankan Airlines,Bengaluru,BLR,T2,Colombo ,CMB,21:10:00,2023-10-07,21:10:00,2023-10-07,320
6E1005,IndiGo,Bengaluru,BLR,T2,Singapore ,SIN,21:10:00,2023-10-07,21:10:00,2023-10-07,32Q
UK814,Vistara,Bengaluru,BLR,T2,Delhi ,DEL,21:10:00,2023-10-07,21:10:00,2023-10-07,320
I5974,AirAsia India,Bengaluru,BLR,T2,Pune ,PNQ,21:15:00,2023-10-07,21:15:00,2023-10-07,320
6E747,IndiGo,Bengaluru,BLR,T1,Indore ,IDR,21:20:00,2023-10-07,21:20:00,2023-10-07,32N
6E6541,IndiGo,Bengaluru,BLR,T1,Guwahati ,GAU,21:20:00,2023-10-07,21:20:00,2023-10-07,32A
AI642,Air India,Bengaluru,BLR,T2,Mumbai ,BOM,21:25:00,2023-10-07,21:25:00,2023-10-07,320
6E806,IndiGo,Bengaluru,BLR,T1,Goa ,GOI,21:30:00,2023-10-07,21:30:00,2023-10-07,32Q
UK840,Vistara,Bengaluru,BLR,T2,Mumbai ,BOM,21:35:00,2023-10-07,21:35:00,2023-10-07,320
I51427,AirAsia India,Bengaluru,BLR,T2,Kochi ,COK,21:40:00,2023-10-07,21:40:00,2023-10-07,320
QP1317,Akasa Air,Bengaluru,BLR,T1,Pune ,PNQ,21:40:00,2023-10-07,21:40:00,2023-10-07,7M8
6E6626,IndiGo,Bengaluru,BLR,T1,Thiruvananthapuram ,TRV,21:45:00,2023-10-07,21:45:00,2023-10-07,32Q
6E6347,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,21:45:00,2023-10-07,21:45:00,2023-10-07,32N
6E975,IndiGo,Bengaluru,BLR,T1,Kolkata ,CCU,21:55:00,2023-10-07,21:55:00,2023-10-07,32A
6E684,IndiGo,Bengaluru,BLR,T1,Hyderabad ,HYD,22:00:00,2023-10-07,22:00:00,2023-10-07,32A
6E6813,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,22:00:00,2023-10-07,22:00:00,2023-10-07,32Q
6E6919,IndiGo,Bengaluru,BLR,T1,Kochi ,COK,22:05:00,2023-10-07,22:05:00,2023-10-07,32N
6E6273,IndiGo,Bengaluru,BLR,T1,Jaipur ,JAI,22:15:00,2023-10-07,22:15:00,2023-10-07,32Q
I5670,AirAsia India,Bengaluru,BLR,T2,Goa ,GOI,22:30:00,2023-10-07,22:30:00,2023-10-07,320
I5558,AirAsia India,Bengaluru,BLR,T2,Kolkata ,CCU,22:30:00,2023-10-07,22:30:00,2023-10-07,320
6E385,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,22:40:00,2023-10-07,22:40:00,2023-10-07,32N
6E939,IndiGo,Bengaluru,BLR,T1,Mumbai ,BOM,22:45:00,2023-10-07,22:45:00,2023-10-07,32N
6E6178,IndiGo,Bengaluru,BLR,T1,Hyderabad ,HYD,23:00:00,2023-10-07,23:00:00,2023-10-07,32Q
SQ511,Singapore Airlines,Bengaluru,BLR,T2,Singapore ,SIN,23:05:00,2023-10-07,23:05:00,2023-10-07,359
6E2053,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,23:15:00,2023-10-07,23:15:00,2023-10-07,32Q
FD138,Thai AirAsia,Bengaluru,BLR,T2,Bangkok ,DMK,23:20:00,2023-10-07,23:20:00,2023-10-07,320
6E952,IndiGo,Bengaluru,BLR,T1,Kolkata ,CCU,23:25:00,2023-10-07,23:25:00,2023-10-07,32N
IX2903,Air India Express,Bengaluru,BLR,T2,Mumbai ,BOM,23:25:00,2023-10-07,23:25:00,2023-10-07,738
I5992,AirAsia India,Bengaluru,BLR,T2,Kolkata ,CCU,23:30:00,2023-10-07,23:30:00,2023-10-07,320
6E482,IndiGo,Bengaluru,BLR,T1,Chennai ,MAA,23:50:00,2023-10-07,23:50:00,2023-10-07,32Q
I5821,AirAsia India,Bengaluru,BLR,T2,Pune ,PNQ,23:50:00,2023-10-07,23:50:00,2023-10-07,320
SL217,Thai Lion Air,Bengaluru,BLR,T2,Bangkok ,DMK,00:10:00,2023-10-07,00:10:00,2023-10-07,B738
TG326,Thai Airways,Bengaluru,BLR,T2,Bangkok ,BKK,00:30:00,2023-10-07,00:30:00,2023-10-07,359
6E2339,IndiGo,Bengaluru,BLR,T1,Delhi ,DEL,00:30:00,2023-10-07,00:30:00,2023-10-07,A320
MH193,Malaysia Airlines,Bengaluru,BLR,T2,Kuala Lumpur ,KUL,00:35:00,2023-10-07,00:35:00,2023-10-07,738
6E6129,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,00:50:00,2023-10-07,00:50:00,2023-10-07,A21N
KL880,KLM Royal Dutch Airlines,Bengaluru,BLR,T2,Amsterdam ,AMS,01:10:00,2023-10-07,01:10:00,2023-10-07,B772
SQ513,Singapore Airlines,Bengaluru,BLR,T2,Singapore ,SIN,01:20:00,2023-10-07,01:20:00,2023-10-07,359
AF191,Air France,Bengaluru,BLR,T2,Paris ,CDG,01:20:00,2023-10-07,01:20:00,2023-10-07,332
6E6779,IndiGo,Bengaluru,BLR,T1,Ahmedabad ,AMD,01:40:00,2023-10-07,01:40:00,2023-10-07,A20N
I5472,AirAsia India,Bengaluru,BLR,T2,Mumbai ,BOM,02:00:00,2023-10-07,02:00:00,2023-10-07,A320
SG8136,SpiceJet,Bengaluru,BLR,T1,Delhi ,DEL,02:00:00,2023-10-07,02:00:00,2023-10-07,737
6E699,IndiGo,Bengaluru,BLR,T1,Pune ,PNQ,02:30:00,2023-10-07,02:30:00,2023-10-07,A21N
ET691,Ethiopian Airlines,Bengaluru,BLR,T2,Addis Ababa ,ADD,02:30:00,2023-10-07,02:30:00,2023-10-07,7M8
LH755,Lufthansa,Bengaluru,BLR,T2,Frankfurt ,FRA,03:05:00,2023-10-07,03:05:00,2023-10-07,B748
QR573,Qatar Airways,Bengaluru,BLR,T2,Doha ,DOH,03:55:00,2023-10-07,03:55:00,2023-10-07,77W
